,type,X,Y,azi,osm_id,highway,length,edge_id,node_id,b2s_ratio,pct_building,pct_greenness,pct_road,pct_sidewalk,pct_sky
370,mid1,139.7794843,35.6879109,75.10042796,120419639,unclassified,42.57610581,93,370,0.91,0.43,0.01,0.28,0.12,0.08
371,mid2,139.7794843,35.6879109,255.100428,120419639,unclassified,42.57610581,93,371,1.00,0.44,0.08,0.32,0.01,0.10
372,end,139.7797083,35.6879705,255.100428,120419639,unclassified,42.57610581,93,372,1.00,0.46,0.00,0.39,0.02,0.10
373,start,139.7797083,35.6879705,73.7422536,120419639,unclassified,25.76478555,94,373,1.00,0.45,0.01,0.37,0.04,0.07
374,mid1,139.7798426,35.68800965,73.74225362,120419639,unclassified,25.76478555,94,374,1.00,0.43,0.09,0.32,0.07,0.06
375,mid2,139.7798426,35.68800965,253.7422536,120419639,unclassified,25.76478555,94,375,1.00,0.48,0.05,0.33,0.03,0.09
376,end,139.7799768,35.6880488,253.7422536,120419639,unclassified,25.76478555,94,376,1.00,0.45,0.01,0.39,0.01,0.09
377,start,139.7800625,35.6880736,73.89673489,120419639,unclassified,41.91848782,95,377,1.00,0.49,0.04,0.32,0.05,0.07
378,mid1,139.7802773,35.68813561,73.89673488,120419639,unclassified,41.91848782,95,378,0.97,0.41,0.06,0.33,0.09,0.09
379,mid2,139.7802773,35.68813561,253.8967349,120419639,unclassified,41.91848782,95,379,1.00,0.47,0.02,0.30,0.06,0.09
380,end,139.7804735,35.6882387,237.4870774,120419639,unclassified,41.91848782,95,380,1.00,0.56,0.03,0.01,0.26,0.04
381,start,139.7807582,35.6860348,-117.8985177,265166845,service,68.29686329,96,381,1.00,0.56,0.04,0.25,0.08,0.02
382,mid1,139.7804415,35.6858671,-117.8985177,265166845,service,68.29686329,96,382,1.00,0.70,0.00,0.26,0.03,0.00
383,mid2,139.7804415,35.6858671,62.10148233,265166845,service,68.29686329,96,383,1.00,0.62,0.01,0.09,0.22,0.06
384,end,139.7801247,35.6856994,62.10148233,265166845,service,68.29686329,96,384,1.00,0.63,0.01,0.17,0.19,0.00
385,start,139.7796363,35.6868287,75.78141354,363557706,service,22.36518887,97,385,1.00,0.63,0.04,0.17,0.11,0.03
386,mid1,139.7797545,35.68685865,75.78141353,363557706,service,22.36518887,97,386,1.00,0.64,0.00,0.17,0.11,0.02
387,mid2,139.7797545,35.68685865,255.7814135,363557706,service,22.36518887,97,387,1.00,0.70,0.00,0.23,0.04,0.02
388,end,139.7798727,35.6868886,255.7814135,363557706,service,22.36518887,97,388,1.00,0.61,0.06,0.23,0.03,0.04
389,start,139.7798727,35.6868886,75.05639857,363557706,service,25.04026383,98,389,1.00,0.53,0.03,0.28,0.06,0.02
390,mid1,139.7800044,35.68692375,75.05639854,363557706,service,25.04026383,98,390,1.00,0.46,0.00,0.16,0.02,0.00
391,mid2,139.7800044,35.68692375,255.0563985,363557706,service,25.04026383,98,391,1.00,0.43,0.00,0.32,0.01,0.08
392,end,139.7801361,35.6869589,255.0563986,363557706,service,25.04026383,98,392,1.00,0.61,0.00,0.29,0.05,0.03
393,start,139.7796745,35.6885466,148.4725744,363557710,service,22.33711474,99,393,1.00,0.54,0.14,0.05,0.16,0.06
394,mid1,139.7797297,35.6884567,148.4725746,363557710,service,22.33711474,99,394,1.00,0.61,0.07,0.00,0.19,0.04
395,mid2,139.7797297,35.6884567,328.4725746,363557710,service,22.33711474,99,395,1.00,0.51,0.19,0.02,0.02,0.00
396,end,139.7797848,35.6883668,328.4725744,363557710,service,22.33711474,99,396,1.00,0.53,0.07,0.15,0.10,0.05
397,start,139.7797848,35.6883668,148.8851016,363557710,service,32.3961214,100,397,1.00,0.58,0.02,0.11,0.16,0.02
398,mid1,139.7798638,35.688236,148.8851015,363557710,service,32.3961214,100,398,1.00,0.67,0.06,0.20,0.05,0.00
399,mid2,139.7798638,35.688236,328.8851015,363557710,service,32.3961214,100,399,1.00,0.48,0.07,0.23,0.04,0.06
400,end,139.7799427,35.6881052,328.8851016,363557710,service,32.3961214,100,400,1.00,0.63,0.00,0.09,0.11,0.00
401,start,139.7797848,35.6883668,67.08212446,363557711,service,45.49135407,101,401,1.00,0.14,0.00,0.07,0.03,0.00
402,mid1,139.7800082,35.68846125,67.08212444,363557711,service,45.49135407,101,402,1.00,0.60,0.05,0.21,0.07,0.03
403,mid2,139.7800082,35.68846125,247.0821244,363557711,service,45.49135407,101,403,1.00,0.66,0.02,0.19,0.02,0.04
404,end,139.7802316,35.6885557,247.0821245,363557711,service,45.49135407,101,404,1.00,0.28,0.05,0.18,0.07,0.00
405,start,139.7769348,35.6866669,74.62509799,397741940,path,47.05525029,102,405,1.00,0.76,0.00,0.00,0.00,0.00
406,mid1,139.7771816,35.68673475,74.62509799,397741940,path,47.05525029,102,406,1.00,0.67,0.00,0.15,0.01,0.04
407,mid2,139.7771816,35.68673475,254.625098,397741940,path,47.05525029,102,407,1.00,0.76,0.00,0.13,0.03,0.00
408,end,139.7774283,35.6868026,254.625098,397741940,path,47.05525029,102,408,1.00,0.63,0.00,0.27,0.05,0.00
409,start,139.7769042,35.6872515,86.99707238,666904197,footway,28.21616777,103,409,1.00,0.42,0.11,0.27,0.03,0.10
410,mid1,139.7770529,35.68728708,73.957816,666904197,footway,28.21616777,103,410,1.00,0.43,0.08,0.32,0.06,0.10
411,mid2,139.7770529,35.68728708,253.957816,666904197,footway,28.21616777,103,411,0.87,0.34,0.14,0.32,0.06,0.12
412,end,139.7772004,35.6873295,253.957816,666904197,footway,28.21616777,103,412,1.00,0.57,0.00,0.25,0.07,0.04
413,start,139.7772004,35.6873295,73.75804042,666904197,footway,34.7138684,104,413,1.00,0.59,0.02,0.26,0.08,0.05
414,mid1,139.7773813,35.6873822,73.75804041,666904197,footway,34.7138684,104,414,0.90,0.38,0.02,0.35,0.07,0.17
415,mid2,139.7773813,35.6873822,253.7580404,666904197,footway,34.7138684,104,415,1.00,0.43,0.10,0.33,0.06,0.05
416,end,139.7775622,35.6874349,253.7580404,666904197,footway,34.7138684,104,416,1.00,0.63,0.00,0.26,0.06,0.00
417,start,139.7775622,35.6874349,74.16921079,666904197,footway,47.39919951,105,417,1.00,0.42,0.15,0.10,0.15,0.08
418,mid1,139.77781,35.68750515,74.16921079,666904197,footway,47.39919951,105,418,1.00,0.38,0.20,0.24,0.04,0.09
419,mid2,139.77781,35.68750515,254.1692108,666904197,footway,47.39919951,105,419,0.89,0.28,0.18,0.25,0.05,0.12
420,end,139.7780577,35.6875754,254.1692108,666904197,footway,47.39919951,105,420,1.00,0.37,0.31,0.05,0.12,0.10
421,start,139.7780577,35.6875754,74.5947757,666904197,footway,40.32218511,106,421,1.00,0.51,0.06,0.20,0.08,0.09
422,mid1,139.7782691,35.68763365,74.5947757,666904197,footway,40.32218511,106,422,1.00,0.45,0.01,0.27,0.12,0.08
423,mid2,139.7782691,35.68763365,254.5947757,666904197,footway,40.32218511,106,423,0.77,0.33,0.11,0.19,0.13,0.12
424,end,139.7784805,35.6876919,254.5947757,666904197,footway,40.32218511,106,424,1.00,0.62,0.02,0.24,0.05,0.03
425,start,139.7784805,35.6876919,75.11700269,666904197,footway,31.50092749,107,425,1.00,0.52,0.00,0.31,0.07,0.08
426,mid1,139.7786463,35.68773595,75.11700271,666904197,footway,31.50092749,107,426,1.00,0.39,0.09,0.22,0.03,0.09
427,mid2,139.7786463,35.68773595,255.1170027,666904197,footway,31.50092749,107,427,1.00,0.34,0.14,0.10,0.04,0.13
428,end,139.778812,35.68778,255.1170027,666904197,footway,31.50092749,107,428,0.57,0.24,0.00,0.38,0.04,0.24
429,start,139.780547,35.6881833,-82.42705138,666904198,footway,47.25762534,108,429,0.87,0.40,0.02,0.41,0.05,0.12
430,mid1,139.7803251,35.68809096,-119.5158303,666904198,footway,47.25762534,108,430,1.00,0.46,0.03,0.33,0.05,0.09
431,mid2,139.7803251,35.68809096,60.48416973,666904198,footway,47.25762534,108,431,1.00,0.44,0.06,0.29,0.09,0.09
432,end,139.7800819,35.6880246,74.97783086,666904198,footway,47.25762534,108,432,1.00,0.52,0.04,0.01,0.32,0.08
433,start,139.7800819,35.6880246,-105.0050764,666904198,footway,33.60038319,109,433,1.00,0.50,0.04,0.04,0.30,0.09
434,mid1,139.7799053,35.68797725,-105.0050764,666904198,footway,33.60038319,109,434,1.00,0.48,0.05,0.33,0.03,0.09
435,mid2,139.7799053,35.68797725,74.99492364,666904198,footway,33.60038319,109,435,1.00,0.44,0.09,0.32,0.07,0.06
436,end,139.7797286,35.6879299,74.99492364,666904198,footway,33.60038319,109,436,1.00,0.62,0.00,0.21,0.03,0.00
437,start,139.7797286,35.6879299,-105.675982,666904198,footway,42.73109191,110,437,1.00,0.35,0.00,0.16,0.02,0.00
438,mid1,139.779505,35.68786715,-105.675982,666904198,footway,42.73109191,110,438,1.00,0.45,0.08,0.32,0.02,0.10
439,mid2,139.779505,35.68786715,74.324018,666904198,footway,42.73109191,110,439,0.90,0.43,0.01,0.28,0.11,0.08
440,end,139.7792814,35.6878044,74.324018,666904198,footway,42.73109191,110,440,1.00,0.45,0.00,0.17,0.23,0.08
441,start,139.7792814,35.6878044,-105.5710335,666904198,footway,33.06512503,111,441,1.00,0.49,0.01,0.38,0.04,0.07
442,mid1,139.7791083,35.68775615,-105.5710335,666904198,footway,33.06512503,111,442,1.00,0.43,0.06,0.29,0.10,0.07
443,mid2,139.7791083,35.68775615,74.42896651,666904198,footway,33.06512503,111,443,1.00,0.40,0.13,0.27,0.04,0.09
444,end,139.7789351,35.6877079,74.42896652,666904198,footway,33.06512503,111,444,0.89,0.41,0.03,0.27,0.15,0.09
445,start,139.781352,35.689252,137.6718646,688129884,footway,147.3215503,112,445,1.00,0.51,0.10,0.25,0.06,0.07
446,mid1,139.7812097,35.6887735,-122.3569868,688129884,footway,147.3215503,112,446,1.00,0.39,0.19,0.28,0.06,0.05
447,mid2,139.7812097,35.6887735,57.64301319,688129884,footway,147.3215503,112,447,0.93,0.33,0.23,0.13,0.16,0.07
448,end,139.7805731,35.6884356,126.7461488,688129884,footway,147.3215503,112,448,0.86,0.40,0.04,0.43,0.01,0.09
449,start,139.7766077,35.6878598,42.96739122,688129885,footway,32.07907456,113,449,1.00,0.46,0.00,0.31,0.04,0.09
450,mid1,139.7767598,35.68793133,71.38553905,688129885,footway,32.07907456,113,450,1.00,0.45,0.00,0.39,0.05,0.09
451,mid2,139.7767598,35.68793133,251.385539,688129885,footway,32.07907456,113,451,1.00,0.46,0.03,0.37,0.03,0.06
452,end,139.7769221,35.6879856,251.9165546,688129885,footway,32.07907456,113,452,1.00,0.54,0.00,0.26,0.14,0.04
453,start,139.7769221,35.6879856,68.61137717,688129885,footway,35.08910791,114,453,1.00,0.61,0.00,0.18,0.02,0.00
454,mid1,139.7771001,35.68804812,71.4098135,688129885,footway,35.08910791,114,454,1.00,0.46,0.00,0.40,0.02,0.10
455,mid2,139.7771001,35.68804812,251.4098135,688129885,footway,35.08910791,114,455,1.00,0.51,0.00,0.38,0.02,0.04
456,end,139.7772768,35.6881135,244.3318741,688129885,footway,35.08910791,114,456,1.00,0.55,0.00,0.32,0.07,0.04
457,start,139.7772768,35.6881135,65.03101268,688129885,footway,47.16542699,115,457,1.00,0.52,0.02,0.33,0.05,0.07
458,mid1,139.777515,35.68820067,70.90362116,688129885,footway,47.16542699,115,458,1.00,0.49,0.00,0.39,0.04,0.07
459,mid2,139.777515,35.68820067,250.9036212,688129885,footway,47.16542699,115,459,1.00,0.48,0.02,0.40,0.02,0.07
460,end,139.777755,35.6882834,251.507583,688129885,footway,47.16542699,115,460,1.00,0.59,0.00,0.24,0.12,0.02
461,start,139.777755,35.6882834,67.9128284,688129885,footway,40.58115961,116,461,1.00,0.44,0.11,0.25,0.03,0.06
462,mid1,139.7779607,35.68835551,71.25673608,688129885,footway,40.58115961,116,462,1.00,0.00,0.00,0.00,0.00,0.00
463,mid2,139.7779607,35.68835551,251.2567361,688129885,footway,40.58115961,116,463,1.00,0.24,0.00,0.07,0.01,0.00
464,end,139.7781642,35.6884326,241.7746665,688129885,footway,40.58115961,116,464,1.00,0.47,0.01,0.40,0.01,0.09
465,start,139.7781642,35.6884326,64.08724451,688129885,footway,31.07083891,117,465,1.00,0.49,0.00,0.32,0.00,0.07
466,mid1,139.7783221,35.68848816,73.15890862,688129885,footway,31.07083891,117,466,0.97,0.44,0.02,0.38,0.02,0.09
467,mid2,139.7783221,35.68848816,253.1589086,688129885,footway,31.07083891,117,467,1.00,0.49,0.01,0.41,0.01,0.07
468,end,139.7784828,35.6885365,253.7319659,688129885,footway,31.07083891,117,468,1.00,0.53,0.01,0.31,0.08,0.06
469,start,139.7784828,35.6885365,68.70989277,688129885,footway,43.86057353,118,469,1.00,0.56,0.01,0.37,0.03,0.03
470,mid1,139.778708,35.68861038,72.42369278,688129885,footway,43.86057353,118,470,1.00,0.46,0.03,0.36,0.07,0.07
471,mid2,139.778708,35.68861038,252.4236928,688129885,footway,43.86057353,118,471,1.00,0.52,0.01,0.38,0.04,0.05
472,end,139.7789339,35.6886824,251.7915155,688129885,footway,43.86057353,118,472,1.00,0.56,0.02,0.33,0.03,0.04
473,start,139.7789339,35.6886824,70.38212059,688129885,footway,39.43457368,119,473,1.00,0.56,0.00,0.37,0.04,0.03
474,mid1,139.7791366,35.68874797,72.63973772,688129885,footway,39.43457368,119,474,1.00,0.48,0.01,0.39,0.02,0.05
475,mid2,139.7791366,35.68874797,252.6397377,688129885,footway,39.43457368,119,475,1.00,0.49,0.00,0.37,0.05,0.07
476,end,139.7793387,35.6888149,247.955091,688129885,footway,39.43457368,119,476,1.00,0.50,0.02,0.37,0.04,0.08
477,start,139.7793387,35.6888149,69.79442991,688129885,footway,86.39028851,120,477,1.00,0.47,0.05,0.38,0.05,0.05
478,mid1,139.7797651,35.68895458,72.08867827,688129885,footway,86.39028851,120,478,0.95,0.44,0.04,0.45,0.01,0.05
479,mid2,139.7797651,35.68895458,252.0886783,688129885,footway,86.39028851,120,479,1.00,0.49,0.00,0.36,0.02,0.06
480,end,139.7800936,35.6887189,321.6325147,688129885,footway,86.39028851,120,480,0.89,0.38,0.06,0.28,0.15,0.08
481,start,139.7800936,35.6887189,135.5354589,688129885,footway,22.02135195,121,481,0.77,0.36,0.09,0.30,0.11,0.08
482,mid1,139.7801627,35.68863739,140.4010817,688129885,footway,22.02135195,121,482,0.68,0.31,0.12,0.42,0.01,0.10
483,mid2,139.7801627,35.68863739,320.4010817,688129885,footway,22.02135195,121,483,0.76,0.30,0.07,0.37,0.00,0.10
484,end,139.7802316,35.6885557,317.0700307,688129885,footway,22.02135195,121,484,NA,0.00,0.03,0.00,0.00,0.00
485,start,139.7802316,35.6885557,140.7105931,688129885,footway,28.62618785,122,485,1.00,0.62,0.01,0.09,0.08,0.00
486,mid1,139.7803215,35.68844967,139.6025457,688129885,footway,28.62618785,122,486,1.00,0.38,0.28,0.03,0.29,0.01
487,mid2,139.7803215,35.68844967,319.6025457,688129885,footway,28.62618785,122,487,1.00,0.47,0.05,0.01,0.37,0.09
488,end,139.7804116,35.6883438,319.6025457,688129885,footway,28.62618785,122,488,0.74,0.33,0.09,0.38,0.05,0.09
489,start,139.7763682,35.6884268,43.05598095,688129886,footway,64.24936983,123,489,1.00,0.75,0.03,0.00,0.07,0.00
490,mid1,139.7766847,35.68855311,71.82897462,688129886,footway,64.24936983,123,490,0.30,0.13,0.34,0.39,0.03,0.07
491,mid2,139.7766847,35.68855311,251.8289746,688129886,footway,64.24936983,123,491,0.77,0.36,0.09,0.40,0.00,0.07
492,end,139.777012,35.6886616,250.0906522,688129886,footway,64.24936983,123,492,0.73,0.32,0.23,0.38,0.03,0.02
493,start,139.777012,35.6886616,68.72145781,688129886,footway,167.7964913,124,493,0.86,0.37,0.13,0.36,0.06,0.06
494,mid1,139.7777179,35.68863232,152.279635,688129886,footway,167.7964913,124,494,1.00,0.55,0.01,0.32,0.06,0.04
495,mid2,139.7777179,35.68863232,332.279635,688129886,footway,167.7964913,124,495,1.00,0.48,0.00,0.37,0.06,0.08
496,end,139.7772424,35.6881887,59.10631572,688129886,footway,167.7964913,124,496,1.00,0.45,0.03,0.36,0.06,0.09
497,start,139.7772424,35.6881887,-112.8445531,688129886,footway,67.00928781,125,497,1.00,0.53,0.00,0.39,0.03,0.04
498,mid1,139.7769016,35.68806777,-108.994567,688129886,footway,67.00928781,125,498,1.00,0.53,0.00,0.37,0.05,0.04
499,mid2,139.7769016,35.68806777,71.00543296,688129886,footway,67.00928781,125,499,1.00,0.52,0.00,0.36,0.03,0.07
500,end,139.7765564,35.6879806,103.9503428,688129886,footway,67.00928781,125,500,1.00,0.50,0.07,0.29,0.13,0.00
501,start,139.779419,35.689519,145.9499099,688132033,footway,108.5215596,126,501,0.97,0.41,0.13,0.36,0.06,0.04
502,mid1,139.7797698,35.68909566,140.0242412,688132033,footway,108.5215596,126,502,0.73,0.33,0.10,0.43,0.02,0.09
503,mid2,139.7797698,35.68909566,320.0242412,688132033,footway,108.5215596,126,503,0.35,0.16,0.30,0.43,0.01,0.10
504,end,139.7793025,35.6888896,72.57723879,688132033,footway,108.5215596,126,504,1.00,0.46,0.05,0.41,0.03,0.05
505,start,139.7793025,35.6888896,-109.2177312,688132033,footway,159.8540713,127,505,1.00,0.49,0.01,0.36,0.04,0.07
506,mid1,139.7784955,35.68863352,-107.5084563,688132033,footway,159.8540713,127,506,1.00,0.47,0.04,0.39,0.04,0.05
507,mid2,139.7784955,35.68863352,72.49154373,688132033,footway,159.8540713,127,507,1.00,0.46,0.03,0.41,0.02,0.08
508,end,139.7778005,35.6886786,154.1422682,688132033,footway,159.8540713,127,508,1.00,0.81,0.00,0.02,0.07,0.00
509,start,139.7778005,35.6886786,-23.9868702,688132033,footway,140.9972036,128,509,1.00,0.61,0.00,0.21,0.08,0.02
510,mid1,139.7781016,35.68915811,57.08008235,688132033,footway,140.9972036,128,510,1.00,0.50,0.00,0.40,0.04,0.07
511,mid2,139.7781016,35.68915811,237.0800823,688132033,footway,140.9972036,128,511,1.00,0.50,0.01,0.39,0.04,0.07
512,end,139.7786991,35.689547,234.5959564,688132033,footway,140.9972036,128,512,1.00,0.48,0.00,0.39,0.03,0.08
513,start,139.7786991,35.689547,53.05357197,688132033,footway,49.61389837,129,513,1.00,0.48,0.01,0.38,0.05,0.06
514,mid1,139.778914,35.68968829,57.44781114,688132033,footway,49.61389837,129,514,1.00,0.47,0.00,0.37,0.02,0.09
515,mid2,139.778914,35.68968829,237.4478111,688132033,footway,49.61389837,129,515,0.99,0.45,0.02,0.40,0.03,0.07
516,end,139.7791379,35.6898075,262.8444585,688132033,footway,49.61389837,129,516,1.00,0.44,0.04,0.23,0.21,0.07
517,start,139.7801437,35.6869416,58.27715341,755567326,residential,22.619837,130,517,1.00,0.54,0.08,0.27,0.06,0.03
518,mid1,139.7802434,35.6870032,58.27715335,755567326,residential,22.619837,130,518,1.00,0.50,0.09,0.14,0.13,0.07
519,mid2,139.7802434,35.6870032,238.2771534,755567326,residential,22.619837,130,519,1.00,0.51,0.13,0.08,0.17,0.03
520,end,139.780343,35.6870648,238.2771534,755567326,residential,22.619837,130,520,1.00,0.58,0.09,0.27,0.02,0.00
521,start,139.780343,35.6870648,58.2978399,755567326,residential,37.89653681,131,521,1.00,0.59,0.02,0.22,0.08,0.06
522,mid1,139.78051,35.68716795,58.29783992,755567326,residential,37.89653681,131,522,1.00,0.52,0.05,0.01,0.10,0.00
523,mid2,139.78051,35.68716795,238.2978399,755567326,residential,37.89653681,131,523,1.00,0.62,0.10,0.00,0.25,0.02
524,end,139.780677,35.6872711,238.2978399,755567326,residential,37.89653681,131,524,1.00,0.56,0.00,0.34,0.05,0.04
525,start,139.780343,35.6870648,138.5485177,755567327,service,39.13831623,132,525,1.00,0.55,0.01,0.30,0.01,0.03
526,mid1,139.7804693,35.6869218,138.5485177,755567327,service,39.13831623,132,526,1.00,0.48,0.16,0.08,0.14,0.00
527,mid2,139.7804693,35.6869218,318.5485177,755567327,service,39.13831623,132,527,1.00,0.54,0.24,0.00,0.21,0.00
528,end,139.7805956,35.6867788,318.5485177,755567327,service,39.13831623,132,528,1.00,0.59,0.07,0.16,0.05,0.00
529,start,139.7803498,35.6887063,-33.98127613,1081082712,footway,185.6332561,133,529,1.00,0.44,0.07,0.15,0.25,0.07
530,mid1,139.7805543,35.68927627,62.28376147,1081082712,footway,185.6332561,133,530,1.00,0.44,0.07,0.38,0.04,0.05
531,mid2,139.7805543,35.68927627,242.2837615,1081082712,footway,185.6332561,133,531,1.00,0.50,0.01,0.41,0.02,0.05
532,end,139.7813029,35.6893074,321.6030019,1081082712,footway,185.6332561,133,532,1.00,0.57,0.04,0.27,0.09,0.00
533,start,139.7799427,35.6881052,74.96648205,1081089060,footway,50.28903011,134,533,1.00,0.32,0.00,0.00,0.05,0.00
534,mid1,139.7802008,35.68817453,74.96648205,1081089060,footway,50.28903011,134,534,1.00,0.44,0.05,0.33,0.07,0.09
535,mid2,139.7802008,35.68817453,254.9664821,1081089060,footway,50.28903011,134,535,1.00,0.44,0.03,0.32,0.09,0.09
536,end,139.7804186,35.6883014,184.3987053,1081089060,footway,50.28903011,134,536,1.00,0.46,0.02,0.37,0.06,0.03
537,start,139.7781028,35.687474,-105.8360385,1081089064,footway,47.68804052,135,537,1.00,0.48,0.02,0.23,0.13,0.09
538,mid1,139.7778536,35.6874033,-105.8360385,1081089064,footway,47.68804052,135,538,0.89,0.28,0.18,0.25,0.05,0.12
539,mid2,139.7778536,35.6874033,74.16396154,1081089064,footway,47.68804052,135,539,1.00,0.38,0.20,0.24,0.04,0.09
540,end,139.7776043,35.6873326,74.16396155,1081089064,footway,47.68804052,135,540,1.00,0.47,0.03,0.29,0.09,0.09
541,start,139.7776043,35.6873326,-105.4490236,1081089064,footway,34.55359398,136,541,1.00,0.52,0.00,0.32,0.09,0.06
542,mid1,139.7774232,35.68728255,-105.4490236,1081089064,footway,34.55359398,136,542,1.00,0.43,0.10,0.33,0.05,0.05
543,mid2,139.7774232,35.68728255,74.55097642,1081089064,footway,34.55359398,136,543,0.90,0.38,0.03,0.35,0.07,0.17
544,end,139.7772421,35.6872325,74.55097638,1081089064,footway,34.55359398,136,544,1.00,0.47,0.01,0.33,0.05,0.10
545,start,139.7772421,35.6872325,-105.4419191,1081089064,footway,31.90947162,137,545,1.00,0.58,0.01,0.24,0.11,0.04
546,mid1,139.7770749,35.6871863,-105.4419191,1081089064,footway,31.90947162,137,546,0.84,0.33,0.14,0.29,0.10,0.12
547,mid2,139.7770749,35.6871863,74.55808093,1081089064,footway,31.90947162,137,547,1.00,0.43,0.08,0.32,0.06,0.09
548,end,139.7769076,35.6871401,74.55808095,1081089064,footway,31.90947162,137,548,1.00,0.47,0.02,0.30,0.09,0.08
549,start,139.7803857,35.687598,-45.68368807,1087646342,residential,55.72728341,138,549,1.00,0.57,0.01,0.19,0.14,0.00
550,mid1,139.7801946,35.68778464,-45.68368809,1087646342,residential,55.72728341,138,550,1.00,0.70,0.00,0.17,0.10,0.01
551,mid2,139.7801946,35.68778464,134.3163119,1087646342,residential,55.72728341,138,551,1.00,0.57,0.02,0.23,0.10,0.03
552,end,139.7800819,35.6880246,157.3062051,1087646342,residential,55.72728341,138,552,1.00,0.62,0.05,0.08,0.10,0.01
553,start,139.7804906,35.6883907,-38.64617857,1096310481,tertiary,27.19362393,139,553,0.69,0.31,0.10,0.39,0.05,0.09
554,mid1,139.7804086,35.68849325,-38.64617866,1096310481,tertiary,27.19362393,139,554,0.62,0.25,0.10,0.38,0.00,0.10
555,mid2,139.7804086,35.68849325,141.3538213,1096310481,tertiary,27.19362393,139,555,1.00,0.44,0.02,0.41,0.02,0.09
556,end,139.7803266,35.6885958,141.3538214,1096310481,tertiary,27.19362393,139,556,0.99,0.42,0.00,0.37,0.00,0.10
